Comment	Sentiment	Score
도리 역적	1	1
창피	0	-1
도둑 세금 쇠고기	0	-1
이낙연 신천지 종교 열거 굿바이이좨명 세금 좀도둑 카드 공무원	0	-1
정부 부정	0	-1
공갈 덥어 씨우고 내로남불	0	-1
전문 도둑 청와대	0	-1
대표 창녀 쥴리 로비 보도	0	-1
거짓말	0	-1
나프다면 역사 도둑 부부 역사	0	-1
거짓말 일상 특채 채용 촛불 집회 쓰레기 그동안 큰일	0	-1
처음 거짓말	0	-1
패배 부정 상대 감소 효과	0	-2
해외 창피	0	-1
불당 변명 재미	1	1
부정 조작	0	-1
김혜경첨에머랬냐 가짜 뉴스 부부 도도리표까 도읍	0	-1
압승 승리 필승	0	-1
생명 문제 존망 엄중 문제	0	-1
답변 수사 국가 감사원 경기도 성남시 감사 비리 온상	1	1
수사 검찰 마타도어 여론 몰이 언론 사과 대장동 몸통 거짓 유세	0	-1
인생 거짓	0	-1
찢죄명 폐혜 재앙 독재 정신 죄명 사퇴 바보 티비 재주 죄명	0	-1
엔화 위안화 기축 통화 인정 병신	1	1
큰일 부정 아이 조작 큰일	0	-1
내부 분란 에라이	0	-1
부정 사형 관리 부실 사형	0	-1
부정 이승만 하야 불씨	0	-1
광주 서구 동사 시민 호남 몰표 호남인 대접 구태 용납	1	1
근거 의심	0	-1
범인	0	-1
심뽀가 죄명 대장 고인 죽음 죄명	0	-1
온갇 거짓말 행동	0	-1
적극 참여	1	1
일본군 한반도 진입 자위대 방어 한반도 진입 공격 변신 일본 공격 창설 빌미 과거사 일본군 참혹 시기 독도 독립투사 순국선열 분노 삼일 친일파 깡통	0	-1
서민 변호 성남 시립 의료원 설립 추진 과정 전과 수구 기득 세력 비난	0	-1
증거 부정 재명이 댓가	0	-1
상위 부자 인정	1	2
티비 조선 거짓 보도	0	-1
티브 조선 최고	1	1
세금 도둑	0	-1
합리 의심 일리 친인척 소고기 우상호 양심	0	-1
서울 은평구 부정	0	-1
검사 사칭 좀도둑	0	-1
사과 거짓말 거짓말	0	-2
최악	0	-1
이익 관련자 주변 친인척	1	1
사전 선관위 부정 개표	0	-1
대장동 몸통 바보 대체 공약 공약 사타구니 어퍼컷	0	-1
치적 불법 비리 업적 불법 의문 재명이 지면 감방 목숨 동질	0	-1
죄명 재앙	0	-1
거짓말	0	-1
의사 거짓 동시 서류 조작 군대 불법 면제 범죄 행위	0	-3
개소리 증거 인멸 소문 간통 도둑 보복 소리 소문	0	-1
사이 정부 기관 신뢰도 바닥 믿음	1	1
거짓말 거짓말	0	-2
거짓말 도둑 비리	0	-2
진짜 개돼지 바보	0	-1
무식 허수아비 세상 걱정	0	-1
부정 사전 차단	0	-1
분노	0	-1
창피 지도자 최소한 현명	0	-1
찌꺼기 최후 발악 부정 주모자 부역자 색출 사형	0	-2
부정 사형	0	-1
거짓말	0	-1
소름 보복 악마 마당 진저리	0	-3
영문 친구 한강 대학 손정민 사건 진실	1	2
재앙 동시	0	-1
요즘 진실 선동	1	1
악마	0	-1
김경수 저따구 찬밥 덩어리 논쟁 결별 총장 질문 답변 무시 대가 리을 모습 잿밥 속마음 행동 윤후보 행동	1	1
우크라이나 점령 성공 대만 침공 계획	1	1
거짓말 천하 녹취록 카드 게이트 구라	0	-1
이유 근거 악플	0	-1
사주팔자 사주 파렵치 형수 욕설 자식 창피 죄명 죄명 사랑 동지 여러분 갈망 죄명 자아 도취 본연 신임 표정 수양 검찰 총장 수행 검찰 형법	0	-1
죄명 불당 괴물 범죄 집단	0	-2
권은희 처음 이미지 운동 출신 고집 물신 아랫사람	0	-1
조작 넘사벽	1	1
노래방 녹취 큰일 보도 대장동 이제 검찰 녹취 이유 진실	1	1
라임 사건 도이치 주가 조작 요양 급여 부정 수급 사건 양평 아파트 개발 비리	0	-1
선관위 마리 더블 부정 범죄 소지	0	-2
강원 경북 코앞 건조 동시다발 전라도 의심	0	-1
도덕 전과 검찰 사칭 대장동 개발 게이트 대장 주민 어마 어마 약탈 단국 이래 최대 비리 범죄 몸통 공범 진술 방침 지시 진술 도둑놈 주사파	0	-1
따까리 찢죄명 천하 쳐받드 머저리	0	-1
내로남불 청렴 천국 부패 지옥 화장실 부착	0	-1
옆집 남자 친구	1	1
지검장 검찰 총장 은혜 원수 천지 카드 대장동 몸통	1	1
공정 방송 티비 조선 존경	1	1
김동연 음성 실망	0	-1
후퇴 차이 주식 시장 개미 무시 개미 선구자 교육 정책 부동산 정책 삼권 분립 무시 검찰 최고 권력 기관 위험 세계 환경 판국 환경 에너지 기술 우선 세대 지구 토론회 상대 기삿거리 거짓 응수 거짓 위험 사상	0	-1
대상	1	1
총선 부정 트라우마 기표 투표지 사무원 기표 의도	0	-1
혐오	0	-1
용기 찬사 존경	1	3
거짓말 습관 아침 저녘 말이 항시 틅리다 사기꾼	0	-1
범죄 도덕 범죄 책임 도덕 처분	0	-2
부동산 악순환	0	-1
인정	1	1
걱정	0	-1
노정희우리 법회 출신 사과 파렴치 철면피 일관 사악 거짓말	0	-1
우표 부정 개표 계교 방지 방법	0	-1
분위기 부정 머리	0	-1
부자 기득 철학 양심 선택	1	1
생동감 거짓말	0	-1
악마 편집	0	-1
일본 밑바닥 소망 찌라시	1	1
부실 관리 부정 청탁	0	-1
이익 관련자 주변 친인척	1	1
진실	1	1
음주 운전 검사 사칭 전과자 권력 잔인 예비 독재자 양심 거짓말 죄명 자유 북한 인민 노비	0	-1
유권자 살길 부폐 대장동 몸통 횡령 김혜경 수사 감옥 여러분	0	-1
거짓말	0	-1
검찰 압수 문건 고속도로 검찰 거짓말 서류 검토 비리	0	-1
주장 증거 뇌피셜 장창 니들 정신 승리 오진	0	-1
알뜰 세금 도둑	0	-1
부정 불안 선관위 아나운서 수준 선관위 원장 선관위 돼지 취급 아프리카 오지 수사 사형 부탁 사지 감옥	0	-3
명언 용기 환영	1	1
정책 비젼 비방	0	-1
희망	1	1
부정 무효	0	-1
겸손 자세 실수	0	-1
능력 경제 비리 대장동 세금 유용 알뜰 유능 경제 운용	1	1
법조인 악용 리틀 거짓 거짓 적폐 민낯	0	-2
일본 일본국 일본 이유 일본 특이 언제 좌파 박정희 좌파 좌파 좌파 논리 부족 좌파 소리 정책 논리 운동	0	-1
고급	1	1
경제 전문가	1	1
서울대 연대 고대 최고 명문대 참여연대 사실	1	1
허위 사실 유포 주재 명당 바보	0	-1
사모 사모 영부인 혜경궁 필요	1	2
반대 부정 계획	0	-1
죄명 사기꾼 감옥 감옥	0	-2
충성	1	1
악마 주술	0	-1
거짓 위선	0	-1
용기 진심 박수 조심 무셔	1	1
불리 거짓말	0	-1
지방 강원 충청 전라 경상 제주 서울 경기 유세 주력 전략	0	-1
인처브 대장동 핵심 인물 대장동 인처브할때 대장 거짓 해명	0	-1
부정 주권 박탈	0	-1
성공 저지 자체 성공 마누라 여편네 아바타 아바타	1	2
도지사 만족	1	1
인사 세상 물정 바보	0	-1
중대 재해 처벌법 범죄	0	-1
문제 거짓말 앞뒤 거짓말 거짓말 거짓말	0	-4
이준석 역선택 재미 경선	1	1
부정 책임 선관위 전체 수사 촉구	0	-1
거짓말	0	-1
희망	1	1
바보 취급	0	-1
망상 소설 어르신 냄새	0	-1
옆집 조폭 건달 경호 합숙소 꼼수 연구소 특공대 합숙소 의심 엉터리 집안 일반인 가정 공무원법 막가파 무시 창피 죄명 당장 사퇘 정답 선수	0	-3
부정 연결 가연	0	-1
거짓말 대기 물타기 물귀신 작전 성향 거짓말 진짜 거짓말 하니ᆢ 인격 장애 걱정	0	-5
재명이 거짓말 달인 정신 병원 ᆢ혜경 죄명 세금 소고기 초밥 유능 혜경 티비	0	-1
관련자 조사 규명 조금 위법 사실 최고형 엄벌	0	-1
거짓말 참말 거짓말 종북 좌파 실체 수단 방법 목적	0	-2
희망 사항 기축 통화	1	1
머리 특권 의식	1	1
탄핵 촛불 정국 재앙	0	-1
존경	1	1
거짓말 전과자	0	-1
거짓말 거짓말 사기꾼	0	-2
포기	0	-1
민완 괴물 검사 사칭 사악 대통 조폭 세상 최근 세상	0	-1
형수 욕설 부부 상상 합숙소 범죄 소굴	0	-2
옆집 거짓말 경기 주택 공사 사장 리틀 공약 직원 지시 블라인드 파괴	0	-2
이자 진실	1	1
명재 낯짝 인정	1	1
억압 공산	0	-1
인정 인정	1	2
대응 펙트 승부 거짓말 거짓말	0	-2
비리 거짓말 정책 발표 수준	0	-1
가면 이하 거짓 가식 행동 자격	0	-1
부인 우쨌든 실망 전문가 욕심 하늘	0	-1
들러리 정치인 암울 하다 정치관 의심 배신자 이념 모두 의심 주관	0	-2
국제 정세 경제 운운 도움	1	1
식당 야외 안전 사실 상식 보도 해외 일상 회복 보도	1	1
능력 기본 상식 환장하긋엉	1	1
해방 반역 역사 정리	0	-1
부정	0	-1
연설 인격 걱정 인생 검찰 생활 검찰 총장 자리 고위 공직자 유세 연설 어무나 깊이 흐름 자연 전문 걱정 필요	0	-2
후보자 밤잠 청산 역사 부정 사실 화이팅	0	-1
사전 자체 위법	0	-1
본부장 역대 쉴드 누룽지 솥빵구 기세	1	1
허경영 열광	1	1
악마	0	-1
국회 법사위 강탈	0	-1
사퇴 국제 망신 전과 대장동 몸통 세상 사실 개재명 찢재명	0	-1
북한 중국 지령 사상범 간첩단 무리 살인 협박 무기 국제 마피아	0	-2
짜증	0	-1
승리 순간	0	-1
중대 부패 범죄 기호	0	-1
우크라이나 승리	0	-1
투표함 본인 부정	0	-1
고견 기대	1	1
포괄 사과 포괄 거짓말	0	-1
도둑 카드 머리	0	-1
투표용지 자체 불법	0	-1
유죄 판결 허위	0	-1
거짓말	0	-1
괴물	0	-1
승리	0	-1
거짓말 이중 인격 소시오	0	-1
슬기 지도자 행정가	1	1
거짓말	0	-1
여당 야당 당파 싸움 노예	0	-2
김어준 패거리 나꼼수 버들 유튜버 모지리 여론 조작 의심	0	-1
좀도둑 기생충 전과 잘못 사랑 자녀 고통	0	-1
실수 발뺌	0	-1
파도 거짓말	0	-1
피해자 눈물	0	-1
범죄자 검찰 검거	0	-1
녹취록 대장동 몸통 이틀 악독 선입견 피해	0	-1
믿음 갑니	1	1
혼자 욕심	0	-1
거짓말 진정 쓰레기 인격 상실 근성 모던 양심	0	-1
압승 기대	1	1
포기 전제 나토 보험 소량 체제	0	-1
부정 상대 당일 유일 방법	0	-1
오해	0	-1
부정 가스 라이팅 앵커 공정 얘기	0	-1
정상	1	1
부정 반성 관이 검찰 조사	0	-1
윤성열 최고	1	1
전수 정신 선동 동안 정신 거짓 뉴스 공수처 무능	0	-1
김은경 몸통 바보	0	-1
범죄 혐의자 잘못 인정 양심 도덕 도둑놈 수준 범죄 혐의자	0	-1
거짓말	0	-1
언론 방산업체 오일 머니 미소	1	1
부정	0	-1
바보 우크 전쟁 위험 국가 파멸	0	-1
비판 이명박 김대중 집권 여당 비판 과거 정부 정부 등신 논리 주장	0	-2
유가족 아픔 가슴	0	-1
보수 기득 세력 언론 장악 가짜 뉴스 선동	0	-1
조선 대장동 사과 마디 추가 보도 공정 정직 언론 가치 언론	1	1
인정 사업 사기 효과 고객 왈가왈부 문제 경험 외부인 지적 문제 허경영 에너지 임신 부부 아이 가짜 사업 반대 입소문 아주머니 가슴 영상 논란 아주머니 방송사 섭외 아주머니 방송 합의 촬영 진행 아주머니 가슴 치료 평소 아주머니 성추행 고소 고발 정상 용기 고발	1	2
부실 부정 조작 질타	0	-1
제의 여론 조사 지지율 언론사 동원 조작 방송 엉터리	0	-2
애쓰네 티비졷손 충성심 칭찬	1	1
거짓말 상대	0	-1
정상	1	1
코로나 세계 재앙 수요	0	-1
선관위 부정 관여	0	-1
등등 사랑	1	1
우크라이나 하늘 하늘이시여 하늘 우크라이나 복싱 영웅 형제 세계 형제 각종 스포츠 영웅 전쟁 참여 의사 사랑 애국 애족 축복 행운 파이팅 단결 하늘 우크라 애국 애족 평화 영광 기호 허경영 세계 안정 평화 세계 자유 평화	1	6
바보 희롱	0	-1
김건 전쟁 지옥 정신	0	-1
인정 정정 부정 진짜 실력 부정 젔으 반성	0	-1
도둑	0	-1
기호 허경영 부패 방지 청렴 대상 수상 기호 허경영	1	1
주둥이 거짓말 거짓말 처씨 씨부레	0	-2
거짓말 무식	0	-1
이분 신변 보호 용기 감사	1	2
위기	0	-1
떨거지 권력 불로 소득 목적	1	1
재주 대장동 나랏돈	1	1
창피	0	-1
부정	0	-1
짜증	0	-1
좌파 재명이 거짓말 음주운전 검사 사칭 언어폭력 등등 영상	0	-1
중국 지방 도시 시진핑 국가 주석 세금 낭비 수준	0	-1
자유 수호 우크라이나 경의 북한 중공 눈치 살해 시신 뒷돈 성추행 자살 원전 폐쇄 농지 초밥 숭배 한국 정신 비율 중공 북한 정신 비율 우크라이나 자살 코로나 확진	0	-1
고졸 대졸자 비판	0	-1
인정 인정 깔껀	1	2
지능 바보 팩트	0	-1
죄명 좌파 정상	1	1
멍청이 괴물 괴물 괴물 진짜 배신자 배신자 의리 배신자 열의 배신자	0	-4
걱정	0	-1
지경 되엿 문제 지지자 문제	0	-1
공산당 쓰레기 더듬이 성추행 양아치 사기 거짓말 괴멸 쓰레기	0	-2
진해 사전 투표함 사전 발견 경찰 확인 전국 사전 점검 부정 선거법	0	-1
물가 콩나물 서민 눈물 외식 만큼	0	-1
부정	0	-1
도장 얘기 작업 부정	0	-1
특정 천지 조직 가입 사실 확장 가정 암세포 사이비 피해 방지 처벌	0	-1
거짓말 달인 거짓말	0	-2
서민 정서 서울 경기 지방 자산 가치	1	1
중국인 부정 관련자 감방 가게	0	-1
살인 공화국 조카 사면 유가족	0	-1
죄명 범죄 집안 가축 집안 기축 통화 착각	0	-1
모두 거짓말	0	-1
무식 범죄자	0	-1
인정	1	1
감사	1	1
잔치 실수	0	-1
거짓 정직 승리 여러분	0	-2
패륜 거짓 범죄 전과자 사기	0	-2
부정 빌미 확진자	0	-1
거짓 위선 덩어리	0	-1
불당 광주 시민 개자식	0	-1
정부 실망	0	-1
심리 자리 차지 만약 비대위 자리 눈치 요구 대표 비대위 위원장 공천 밥그릇 비대위 한자리 이익 반대	1	1
레드 지지자 피의자 김건 거짓 최은순김건희양재택 재택 엄니 건희 할미 인사	0	-1
서열 싸움 김혜경	0	-1
범죄 죄명 반성 변호사 나중 죄값	0	-1
중요 역사 이래 진실	1	1
거짓말	0	-1
화합	1	1
부정	0	-1
이졔명 존경 허경 호소	1	1
부정 작품	0	-1
상식 이득 세상	1	1
상황 결단 자질	1	1
신동욱 앵커 인형 조롱 저주 굿판	0	-1
부부 공과 구분 시장 말단 공무원 옆집 부정 캠프	0	-1
거짓말 행위	0	-1
걱정	0	-1
북한 미사일 유감	0	-1
민주주의 파괴 사과	0	-1
잘못 도리 도리 잘못 덮어쒸울 회견	1	2
기피 범죄 수사 병역 기피자 경력 허위 사기꾼 주가 조작 투기 김건희 구속	0	-1
죄명 믿음	1	1
고려대학교 민주 동우회 촛불 가치 사태 기득 동맹 공격 주장 시민 동참 호소 기득권 동맹 분쇄 검찰 개혁 서초동 집회 적극 참여 촛불 성숙 촛불 시민	1	2
짜장 악질 일본 순사 이유 특수부 검새 동안 범죄자 협잡 의심 눈빛 고정 공정 반칙 배신 완성 얼음 위험 인물	0	-1
불법	0	-1
거짓	0	-1
도둑놈 사기꾼 도둑	0	-1
투표장 개표 감시 부정 사형	0	-1
약점 여당	0	-1
김수미 선생 ᆢᆢ 재명이 거짓말 자동	0	-1
바보 죄명아	0	-1
정치력 센스 포용력 능력	1	1
어제 마지막 청각 장애인 수어	0	-1
우상호 판단 우상호 악마 편집 상대 맥락 심판	0	-1
녹취록 며칠 현직 법관 법원 대장동 범죄자 조중동 노력	0	-1
반역자 친중 종북 주사파 자유 민주 파괴	0	-1
부정 소지 관리	0	-1
부정 부실	0	-1
사기 선동 잘못 프레임	0	-1
원초 음모 극악 집단	0	-1
욕심	0	-1
부정 감시	0	-1
조선 짜증 언론	0	-1
소름 살기 할아버지 눈동자	0	-2
죄명 거짓 비리 변명 일관 죄명	0	-1
김신애 부정부패 조사 사칭 바보 부동산 주가 조작 적폐	0	-1
범죄자	0	-1
국가 운명 생사여탈 고려 시대 문신 최악 패륜아 이승 간통 처제 임신 아들 비밀 유지 발각 뇌물죄 경북 상주 유배	0	-1
거짖 신뢰	1	1
감사 연관 이해 대장동 몸통 수사 억어지	1	1
거짓말	0	-1
어젯밤 시간 동안 구청 선관위 시간 사전 투표함 애국 대원 간식 봉사 애국심 머리 감사 참여	1	1
거짓말 보복 약속	0	-1
저러지 후회 마세요 지탄	0	-1
순간 눈물	0	-1
근본 사랑 이해	1	1
가치	1	1
대장 범인	0	-1
년놈 도둑	0	-1
김동연 죄명 범죄 모양 해외 우파 결집	0	-1
우상호 악마 편집	0	-1
특권 반칙 세상	1	1
외톨이 행동 야당 대표 뭉처서 동행 부산 서면 대학로 강원도 시장 방문 희망 선사 감사	1	1
품격 모습 신뢰	1	2
바보	0	-1
거짓 선동 세뇌	0	-1
불안	0	-1
폭군	0	-1
부정	0	-1
세금 납부 소득 세계 달성 공약	1	1
부자 기득 기득 유지 합리 선택	1	1
부정 개돼지 부정 음모론 개돼지	0	-2
뉴스 택시 조합장 한말 인용 가짜 뉴스	0	-1
아수라 수혜자	1	1
목숨 부정	0	-1
범죄자 대통	0	-1
경기 도지사 경기도 감사관 감사	1	1
조작 선동 부정	0	-1
김명수 법원 유죄 판결	0	-1
기획 주모자 사형 집행 부정 가담 주모자 연좌제 신설 본인 가족 처벌 제정 부정	0	-2
범죄자	0	-1
주가 조작 선수 김건희 손해 찿았 문제	0	-1
기대 대한 민국 만세	1	1
부실 방송사 부실 부정 언론 해태 눈깔	0	-1
불법 법인 카드 사용	0	-1
앞잡이 부정	0	-2
진리	1	1
존경 위인 종이 꼬라지	1	1
허경영 청주 체천 낙엽 환경 퇴비 성공 시판 축하	1	2
거짓말 수준 희대 사기	0	-1
기생충 전과 패륜 대장 거짓말	0	-1
마지막 실망	0	-1
감옥 생활	0	-1
세계 최악 범죄자 부부 멕시코 마약	0	-3
부정	0	-1
더블 저주 낙마	0	-1
거짓말 거짓말	0	-2
샤이 부정 정신	0	-1
본능 두려움 위협 감지 캐릭터	0	-1
거짓말 자동 거짓말 자판기	0	-2
범죄 동안 심판 승리	0	-2
전과 음주 초밥 과일 창피 수치 부끄 러워	0	-1
사기 정부 부정 감방	0	-1
역대 무능 최악 정부	0	-1
불법 녹음 진짜 소문 허위 보도 계략 의원 모함 의원 자리 무식 행동 주둥이 자리 의원 신사 국힘보세요 본인 상식 꺼리 싸가지 대가리 상식 한자리 세계 망신 찌질	0	-2
장삿치 뒷거래 의심 야바위 작자 정치판 적폐 청산	0	-1
극빈 가정 정규 학교 검정고시 사법 고시 합격 외교 경제 문화 예술 교육 국방 분야 필요 지식 식견 방송 인터뷰	1	1
오살 폭력 수사	0	-1
부정	0	-1
감기 집단 감염 공포 조장 코로나 감기 바이러스 교과서	0	-4
마취 생가죽 마취 고통 김건희 사이비 또라이	0	-1
진심 감사	1	1
깜빵 분노	0	-1
바늘 도둑 도둑	0	-2
바보 까도까 회수 세금 환수	0	-1
이해찬 부정 시스템 가동	0	-1
한국 찬양 구태 좌파 우파 빨갱이 공산당	1	1
범죄 분열	0	-1
부정 유도 확진자 전략	0	-1
화이팅 승리	0	-1
선관위 빨겡 사형 하라 용지 코팅 도장 효처리되니 선관위 거짓말 용지 교환 확인 가로 세로	0	-1
앵커 설파 주변 참말 거짓말 일상	0	-1
부정 딱지	0	-1
비방	0	-1
최고 적폐 세력	1	1
거짓말	0	-1
존경 죄명 죄명	1	1
용기 박수	1	1
검찰 총장 좌천 검찰 법무부 장관 좌파 인기	1	1
싸드 반대 반성 부정 다행	0	-1
주작 언론	0	-1
병역 기피자 무능 준비 급조 우왕좌왕 급조 정책 시대 무속인 믿음 김건 주가 조작 장모 투기 집안	1	1
세계 몰락 세력 진리 세계 세력	1	1
인지 예산 여성부 강화 여성부 예산 관리 사회 악순환 국방비 예산	0	-1
상상 초월	1	1
거짓말	0	-1
본성 도둑 횡령	0	-1
언론 통제 총선 검표 조작 감정 목적물 증거 언론 부실 플레이 부실 선관위 꼬리 부정 몸통 조해주 양정철 이준석 하태경 모범 뿌리 저질 정치인 견제 유일 도구 권리 권력 주권	0	-1
감옥	0	-1
역사 최악 전두환 지도	0	-1
내일 기대	1	1
죄재명 부정 부패 비리 재명이 군데 이제 거짓말	0	-2
세금 도둑 혈안 공무원 우월 위치 해결사 공약 남발 사기 처벌	0	-1
소름 옆집 금은보화	0	-1
인정 이유	1	1
청년 아이 청년 아이 사교육비 범죄 부동산 노인 노후 생활	0	-1
변명 거짓말 정당	0	-1
재명이 짓거리 불법	0	-1
초등학교 반장 안전	1	1
자리 욕심 소신 정의 공정 쒸레기 법카로 초밥 소고기 돼지	0	-1
거짓말 이해	0	-1
전과 쌍욕 거짓말 양심	0	-1
편안 행복	1	2
방역 패스 일시 중단 부정 확진자 유도 부정 의혹 의심	0	-3
거짓말 금메달 도시	0	-1
문제 울분	0	-1
치환 노래 양심 실망 민중 가수 양심 지구	0	-1
거짓말	0	-1
죄명 세금 도둑 배때기 날강도	0	-1
세금 도둑 부창부수	0	-1
사전 부작용	0	-1
언론 신뢰 하위	1	1
거짓말	0	-1
바보	0	-1
명리 중국 순위 창원 미국 걱정	0	-1
세금 사리사욕 출마 의심	0	-1
다당 능력 확장 판단 초딩	1	1
걱정	0	-1
승리	0	-1
사전 후회	0	-1
스트레스 이제	0	-1
실수 변명	0	-1
승리	0	-1
정보 증인 밀접 경호 자살 눈물	0	-1
부정 지시 여당 좌파 매수 완벽 개탄	0	-1
성남시장 인허가 승인 무능 범죄	0	-1
확진자 부정	0	-1
자유 우파 불안 불안	0	-2
이웃 아픔 외면	0	-1
부정 소지 해명	0	-1
가짜 증명	0	-1
부정	0	-1
거짓말	0	-1
거짓말	0	-1
가치 기호 허경영 유권자 애국자	1	1
명예 회복	1	1
진실 음주운전 미필	1	1
국가 경제 위기 난국 살림 투명 정신 허경영 기호 몰표	0	-1
필수 의식	1	1
부정	0	-1
개소 계약 전세 보증금 횡령 걱정 지휘부	0	-1
바보 전과 넘안따깝더라	0	-1
거짓말	0	-1
사퇴 전과 비리 깔끔 망신 부인 철져 조사	0	-1
선관위 모두 고발 체포 부정 관여 범법 행위 이적 국가 전복 필요 주모자 사형	0	-1
부정 사형	0	-1
거짓말	0	-1
중요 신뢰	1	1
장관 국회 의원 명예직 부탁 감사 감사	1	2
군대 거소투표 불안	0	-1
거짓말 마왕	0	-1
덕용아 가짜 뉴스	0	-1
산불 피해 주민 당일 투표소 이동 차량 준비 자원 봉사자 모집	0	-1
거짓말	0	-1
소름	0	-1
특검 요구 쌩까다 일주일 죄명 특검 요구 의심 범죄자 형사 자식 소시오 패스	0	-2
골프 거짓말 본능 유전자	0	-1
열연 거짓말 청소	0	-1
조응천 양심 충성	1	1
부끄러움 거짖 메달	0	-1
소리 도움 수준 소리	1	1
거짓말 추가 줄표 거짓말	0	-2
괴물 가족 각종 사기 범죄 대장동 부산 저축 검찰 공화국 괴물	0	-3
김문기 유족 상처 사무관 대장동 원주민 검사 사칭 재연 법관	0	-1
살인	0	-1
거짓 거짓 거짓말	0	-3
거짓말 사악	0	-1
걱정 용서 햔명 판단 전체	0	-1
도리 도리 실망	1	1
지지자 당파 싸움	0	-1
공무원 많이많듬 부채 성장 악영향 악순환	0	-1
거짓말 법질서	0	-1
죄명 거짓 피디	0	-1
죄명 거짓말 혈압	0	-1
선관위 한통속 적폐 청산 허송 세월 실망 비닐 봉지 종이 박스 소고기 초밥 기표소 마련 세금	0	-1
부정 연장	0	-1
감사	1	1
소름 합숙소 청와대	0	-1
거짓말	0	-1
부정 획책	0	-1
한국인 거짓	0	-1
감옥 학교	0	-1
친박 가짜 보수 이해 보복 운운 예고 완전 배신자	0	-1
자칭 인권 변호사 누명 악랄 범죄	0	-1
성남 경험 의심 성남 뜨니 횡재	0	-1
뜬구름 소리 벼락치기 디지털 전환 핵심 디지털 이동 속도 의미 통신 기술 발달 디지털 전환 핵심 통신 기술 개발 필요 기대 왜냐 벼락치기 공부 기소 조사 역할 기대	1	2
사랑 가족 유능 선택	1	1
존중	1	1
역사 이래 청산 반역자 천박	0	-1
거짓말 꾀돌이	0	-1
아씨 이재 거짓 노동자 농민	0	-1
앵간히들해라 주가 조작 검찰 걱정	0	-1
쉴드치	1	1
거짓말	0	-1
재명이 범죄	0	-1
대장동 핵심 유동 협상 1유동규 수익 대로	1	1
존경 서울 시민	1	1
분노 지경 언론 보도	0	-2
만큼 여유	1	1
사용 범죄 공무원 사유	0	-1
허가 권한 녹치록 순서되 설명 특검 여야 불법 압수 처리 특검 정답	0	-1
불법 유용	0	-1
설명 발음 자신감 표정 논평 지사 차기	1	1
실천 추진력 감동	1	1
대똥령 가짜 인생 거짓말 전문 달인 불법 능력 기네스북 기록	0	-2
어퍼컷 비방	0	-1
우리나라 행복	1	1
거짓 능력 정의 정직 존재 과식 외식 승리	0	-1
감사	1	1
유홍준 선생 연설 감사 마음	1	1
거짓말	0	-1
전과자 감옥 주사 문지인 감옥	0	-2
죄명 불안 초조 집중 죄명	0	-2
공감 만능 후보자 부족 본인 입담 좋타	0	-1
조금 잘못 은폐 비판	0	-1
가치	1	1
행복	1	1
연애 결혼 출산 육아 문제	1	1
국가 식견	1	1
희룡아 자괴감 창피	0	-2
재명씨 진실	1	1
좌빨 오리발	0	-1
전주 발전 기대	1	2
거짓말	0	-1
도둑	0	-1
노력 능력	1	1
예수 구원 회개	1	1
그때 권력 범죄 반증	0	-1
모습 존경	1	1
영웅	1	1
옛날 잠룡 인정 시세 파악 시세	1	1
결재 문제 불법 수사	0	-1
합리 논평 존경	1	1
세금 도둑 악취	0	-2
자업자득 승리	0	-1
헤롱아 마약	0	-1
이준석 튀쳐 반복 식상 대표	0	-1
세상 지혜 방법	1	1
고생 고생 망신 망신	0	-2
머저리 지지자 머저리	0	-2
가지 정상 공약	1	1
최악 간신 역사 기록	0	-1
감옥 가즈아 찢이 예상	0	-1
기본 소득 인구 감소 기본소득 세수 확보 국민연금 고갈 마당 정신 공동 생산 공동 분배 공산주의 소련 중공 베트남 자본주의 시장 경제 채택 공산주의 뿌리 사법 고시 공부 인권 변호사 경기도 기업 입지전 인물 우연 노무현 인권 변호사 거대 세력 인권 변호사	1	2
결재 이익 환수 차원	1	1
즉시 추경 긴급 재정 명령 재난 지원 지급 상공인 영업 손실 지원 폐업 지원 현실 스마트 영업 조정 경제 부스	0	-1
거짓말 막말	0	-1
편파 방송 중립 방송 공영 방송 딱까리 남녀 가족 연예인 의사 간호사 귀족 노조 노조 우리나라 청년 쓰래기 비판 미안 인식 세대 세대 청년 한쪽 극우 극좌 공부 연예 관심 정짜	0	-1
후세 창피	0	-1
최형 구토	0	-1
승리	0	-1
거짓말	0	-1
거짓 유능 도둑 유능 사퇴 소고기 초밥 장사	0	-2
정확 지사 찬사 응원	1	1
눈물	0	-1
대결 화합	1	1
경제 철학 진실	1	1
대장동 범인	0	-1
식견	1	1
감옥	0	-1
정치판 운동 평생 회개	1	1
심장 마비	0	-1
슬기 법카 생활	1	1
도리 도리 무식 도리 도리 콩밥	1	4
사랑	1	1
거짓말 촛불 거짓말 헌법 거짓말 민주공화국 거짓말 거짓말 세뇌	0	-5
의원 최고	1	1
상식 이득 세상	1	1
세계 일류 국가	0	-1
희망	1	1
의원 논쟁 여당 행동 창피 사건	0	-1
속보 대장동 거짓말 음성 녹음 뉴스타파 검색 쓰나미 태풍 언론 방송 알림 비리 정점 언론	0	-1
불법 대출 누나 아버지 법카로 와규 복어 필요	0	-1
본부장 존경 지도자	1	1
거짓말	0	-1
방금 현장 카메라 인기	1	1
죄명 도리 도리	1	2
