Comment	Sentiment	Score
공직자 덕목 정직 정의 윤리 도덕 양심 인격 만큼 부정부패 거짓말 사기 공직자 자격	0	-1
간신 죄명 필요 필요 살인	0	-1
도움	1	1
바보 멍텅구리	0	-1
이념 고집	0	-1
부정 비리 부패 언론 조선 중앙 채널	0	-1
부정 걱정	0	-2
진행 감사	1	1
가치	1	1
양자 제도 문제 티나요 진짜 댓글 일반 실망 아버지	0	-1
한국 법무 장관 추씨 아줌마 구토 지경	0	-2
형수 욕설	0	-1
외국 자랑 전력 전과 쌍욕 소개 녹취 거짓말 거짓말 대회 기네스북 챔피온 소개 쓰레기 세상 얼굴	0	-2
진심 지식 부족	0	-1
공공 개발 부산저축은행 부실 대출 수사 서민 바보 거짓말	0	-2
내용 먼지 발견	0	-1
코로나 한마디 비판 지지자 체김감 가구 정부 지지자 가구 각자 지지자 자업자득 작정 합니	0	-1
상식 이득 세상	1	1
아수라 공공의적 2 발전	1	1
위기 우쿠라이나	0	-1
눈길 실망	0	-1
찟죄명 본인 전과 미군 침략군 대장동 실세 도둑놈 폐경 도박 자식 가족 주변 청와대 대한 민국 거짓말 전문 선수	0	-1
사악 거짓 심판	0	-1
차기 총선 보수당 다수당 발전 정답	1	1
인성 불량 실패	0	-1
세상 부정	0	-1
감옥	0	-1
존경	1	1
공감 무당 펴뉴꼭 도움	1	1
정말 도움	1	1
장사꾼 거짓말 얼굴 마누라 치마폭 아무것 결정 정치판 아웃	0	-1
인생 증인 짐승 마귀 승리 예수 그리스도 승리	0	-2
비보 자기 성찰 부족 각성 착각	0	-1
왜캐 주가 조작 부친 매매 명목 뇌물 국회 의원 이해 당사자 자료 신빙 자료 신빙 조사 기관 기관 조사 방식 목적 개괄 국회의원 소용 메타분석 자료 채용 정상	1	1
이웃 아픔 외면	0	-1
거짓말 거짓말 진실 배합 효과	0	-1
그날 충격 따위 합성 사진 호도	0	-1
정상 사고방식 평화	1	1
적폐 청산 개혁 멸공 승리 표정 감시	0	-1
소름 보복 악마 마당 진저리	0	-3
처음 엉터리 방역	0	-1
산업 성공 보수 우파 몽니 양보 부당	1	1
신천지 앞잡이 짜장 일본군 모지리 일본 앞잡이	0	-2
석이 바보	0	-1
가족 곤충 형수 단어 부족 쌍욕 가정 행복 거짓말	0	-1
진실	1	1
전과 비리 거짓 위선 가족 친구 공유 전과자 세뇌 가족 공유 파일 적극 공유	1	1
노답이네	0	-1
김은숙 사대강 자원 외고 국회 보수 김건 장모 세금 고통 지옥문 보수 과거 이래 지지가	0	-1
거짓말 생활	0	-1
비리 김건 진실 믿음 경험 요즘 유세 나라맏겨	1	2
정신 네그티브 고급 자식	1	1
개표 부정 개표 오류	0	-1
추미애 지경	0	-1
능력 비전	1	1
조중동 매체 세대 옛날 옛적 교훈 한마디 시비 현대 사회 질병	0	-1
거짓말 생전 처음	0	-1
감사	1	1
측은지심	0	-1
검찰 언론 조국 장관 추미애 장관 오해	0	-1
원수 사랑 정치판 이준쌕 정치판 우상호	1	1
부자 기득 기득 유지 합리 선택	1	1
현실 진신 왕따 고통 없슴 세상 애국자 부당 실천 이제 입장 부당 결론 현명 선택 명심	0	-2
최고	1	1
죄명 눈빛 소름	0	-1
부족	0	-1
부정 관리 위원	0	-1
앞잡이	0	-1
기대 징징이 개봉 박두	1	1
추위 건강 승리 범죄자 처단	0	-3
참고 공공 개발 분야 발생 문제 성남 도시 개발 공사 책임 민간 개발 분야 발생 문제 하나은행 컨소시엄 사업자 하나은행 책임 하나은행 컨소시엄 내부 지분 이익 배분 문제 성남시 관계 이해 성남시 입장 확정 이익 보장 하나은행 컨소시엄 참여 업체 지분 이익 배분 문제 문제 성남시 필요 간섭	1	3
응원 사랑	1	1
대장동 게이트 설계 결제 몸통 소리 사기 범죄자	0	-1
장제원 등장 순간 마이너스	0	-1
마음 대로 친구 마음 사전	1	1
대장동 이익 상당 성남시	1	1
승리 확신	0	-1
부정 파렴치 세금 도둑	0	-2
거짓말 대로 여론 조사 경선 행동 거짓말	0	-2
거짓말 죄명	0	-1
달인 지도자 위험 거짓말	0	-1
선거법 선관위 책임자 도장 자리 선관위 선관위 위법 문제 코드 사용 선거법 코드 사용	0	-1
윤모지리 장점 무지 논리 여가부 폐지 여가부 폐지 소리	1	1
실수 의도	0	-1
글로벌 인류 우크라이나 러시아 외교 포기 찐따	0	-2
완전 범죄 사형 윤석렬홯팅 우롱 플레이	0	-1
코로나 본인 부담 병원	0	-1
앵커 시선 신도 아나운서 감사 정의 불당	1	1
거짓 평론가 웃음 태연 거짓	0	-2
민생 택배 방치 경찰 심판 택배 노조 불법 횡포 방치 심판	0	-1
약점 꼬리	0	-1
공산 사회주의 찬양	1	1
거짓 사실 이념 현실 부정 정신병	0	-3
최고	1	1
승리 승리 가즈아 홧팅	0	-2
거지 실력 바보	0	-1
농민 도리 전시	1	1
부족	0	-1
물타기 달인 전과 수법 동문서답 유체 이탈 화법 달인 범죄 비리 의혹 달인 추종 불허	0	-1
세월 속임수	0	-1
결정 최소 기존 기득 적폐 세력 아부 정치인 커밍아웃 전부 상대 도리 도리 그릇 이유 투표장	1	2
남욱 대장동 사업 도둑 도둑놈 사업	0	-1
옆집 바보	0	-1
포기 이좨맹 아바타	0	-1
준석아 승리 응원 홧이팅	0	-1
녹취록 등장 양승태 대법원장 사기 명예 사기 사기꾼 사업	1	1
거짓말	0	-1
실망	0	-1
최고 응원	1	1
불법 도박 걸그룹 멤버 집구석	0	-1
게이트 설명 게이트 대장동 게이트 의혹 수사 대장동 이슈 시점 녹취 타임머신 설명 거짓말 물타기 참나	0	-1
내일 응원 홧이팅 감사	1	1
의미 행복 사랑 필요	1	2
검찰 대장 개발 비리 하나은행 화천대유 처음 검찰 가지 비리 본질 의문 하나은행 화천 대유 천화 동인 뇌물 돈줄 계좌 추적 비리 몸통 깃털 비리 성남 도시 개발 공사 압수 수색 시장 조사 검찰 비난 곽상도 의원 구속 하나은행 나머지 클럽 몸통 수사 의미 하나은행 나머지 클럽 계좌 추적 수사 착수 누나 아버지 저택 검찰 총장 청문회 개월 이유 매입 청문회 대비 검찰 관계 수사 검찰 수사 기소 남용	0	-2
절대 원칙 체계 중시 제안 여론 조사 경선 제안 제안 무시 이준석 파괴 성공 결렬 책임 회피 책임 전가 모함 저주 천벌 이미지 드루킹 일당 감옥	0	-2
위기 현명 해결	0	-1
승리	0	-1
부패 범죄 자세	0	-1
전문가 중요 철학 중요 지식 따위 중요 저자도 의학	1	1
양승태 대법원장 양반 명예	1	1
국가 재앙	0	-1
도리 눈깔 검사 군대	1	1
거짓말	0	-1
부인 행복	1	1
부자 유지 기득 합리 선택 이해 쥐뿔 성향 문제 지능 문제 개돼지 콩고물 최소 집사 도축 업자 구분	1	1
족발 유동 등등 감옥	0	-1
쓰레기 악마 빙산 일각	0	-1
영상 감탄	1	1
화이팅 희망 감격 새벽 소리 믿음	1	3
권력 주머니 포기	0	-1
세무서장 우진 사건 검사 불법 변호사 주선	0	-1
앵커 시선 최고	1	1
프랑스 부패 기득 양당 열망 기적 긍정	1	1
고민정 능력	1	1
거짓말	0	-1
살인 사건 변호	0	-1
저주	0	-1
광주 백화점 창피	0	-1
가짜 유투브	0	-1
거짓말	0	-1
기침 여자 목소리	0	-1
자신감 문가 밀약	1	1
악마	0	-1
보유 본부 판문점 부근 해결 본부 긍정 대마 부산 일본 거리 부산 김일성 이승만 대마도 자유	1	1
특권 반칙 세상	1	1
억지 주장 후안무치 조작 선동 미투 심판	0	-1
최고	1	1
과거 노무현 직설 진실	1	1
공작 패널 트집 조작 동질 집단 동안 탄압 협박 종교 시설 깡패 집단 폭행 저질 막말 폭언 곳곳 공권력 투입 차별 해선 악마 세리모 공작 세계 지구촌 악성 종양 기생충 집단 혐오 저질 상종 가치	0	-4
평생 악행 범죄자	0	-1
제보자 악몽	0	-1
지지자 도데체 머리 준비 인성 품격 배려 심도 나무	1	1
감기	0	-1
실망	0	-1
개그맨 비극	0	-1
도둑 노래 노래 조국 노래 가수 민주 시대	0	-1
고간 명령 능력 철회	1	1
이웃 아픔 외면	0	-1
장관 국회 의원 명예직 부탁 감사 사랑합니다 최고	1	2
걱정	0	-1
여야 자살 지경 청년 실업 노후 불안 해결 정신	0	-2
속담 바늘 도둑 도둑	0	-2
감동 감동 감동 감탄 감탄 감탄 만세 만세 만세 징조	1	6
언론 개혁 찬성 언론 실체 국회 의원 강력 언론 개혁법 발의 통과 권력 하수인 이익 집단 언론 해악 모두 찬성	1	1
편가리기 부정 자랑 방역 자랑 방역 가지 부정 부패	0	-2
뭉처하 원칙 남부 본인 불리 거짓 가짜 세상	0	-2
실망 응원	0	-1
감방 대책 시점 의혹 전문가 감방 횡령	1	1
옵티모스 라임 화천대유 관여 인물 관계 이익 구조 수사 무마	1	1
애미추 클라스 대다나다 대표 법무부 장관 역임 어메 민국	1	1
평등 진실 수차 도둑 보상 혜택	1	1
패배 자초 추미애 정신	0	-1
미애 마이크 비판 모습 나이	0	-1
무시 욕심	0	-1
찌꺼기	0	-1
얼굴 판단 능력	1	1
부정 획책	0	-1
거짓말	0	-1
지방 강원 충청 전라 경상 제주 서울 경기 유세 주력 전략	0	-1
복합 쇼핑몰 유치 광주 정신 훼손 제사 광주 정신	0	-1
욕심	0	-1
부인 거짓말	0	-1
걱정	0	-1
불로 소득 공약 노동 소득 소득	1	3
허경영 청주 체천 낙엽 환경 퇴비 성공 시판 축하	1	2
자리 얼굴 지경 소름	0	-2
망신	0	-1
양심 양심 인정 인성 생명	1	1
바보	0	-1
대장동 개발 공공 개발 분야 민간 개발 분야 구분 공공 개발 성남 도시개발공사 시행 민간 개발 입찰 결과 자본주 하나은행 낙찰 하나은행 중심 하나은행 금융 그룹 화천 대유 주주 컨소시엄 구성 시행 성남시 사업 효율 공공 개발 민간 개발 총괄 특수 법인체 성남 당초 사업 계약 조건 사업 시행 결과 적자 발생 이익 발생 선불 이익 환수 부동산 폭락 결산 민간 업자 이익 축소 조작 대비 개발 부동산 하락 추세 나중 개발 사업 적자 성남시 수익 확보 설계 사업 시행 실시 사업 타당성 연구 용역 결과 산출 예상 사업 이익 근거 성남시 환수 토지 정비 사업 주변 도로 공사 공원 조성 터널 공사 등등 성남 시민 나머지 이익 발생 민간 업자 설계	1	6
부정 관리	0	-1
공격 주장 감정 거짓 불안 안정 설득력 되야겠다 추천 수준	0	-1
죄명 죄인 박정희 이제 감옥	0	-1
교훈	1	1
도덕 진실 언행 청렴결백 중요	1	1
폐경 거짓말 경제 위기 원인 불신 거짓말	0	-4
오늘날 부정 걱정	0	-2
티바 조선 싸아코 변태 서배	0	-1
진실 목소리 정의 뉴스 감사	1	2
마타도어 양아치 가짜 선동 발악	0	-1
승리 의원 화이팅 이준석 대표	0	-1
전과 사기 어퍼컷 천박 하이	0	-1
최고	1	1
눈물	0	-1
거짓말	0	-1
아빠 눈물	0	-1
감사	1	1
조선 세뇌 외국 언론 능력 외국 언론 망신 조선 일제 시대 기득 일제 앞잡이 언론 손바닥 퇴출 언론 세월 작성 댓글 기원 한때	0	-1
거짓말	0	-1
가족 상식 격차 기술 도덕 능력 봉사 정신	1	1
조선족 무시 부정	0	-1
사표 자리 목소리 거짓말 더블 솔선수범 둔갑 조작	0	-1
잡놈 무식	0	-1
전쟁 평화 행복 대동 세계	1	1
감옥 여당 싸가지	0	-1
영창 축하	1	1
현명 감사	1	1
숨소리 거짓말 경제 기축 통화 무식 넘처 망나니	0	-1
정책 비젼 비방	0	-1
원망	1	1
홍준표 날짜 계좌 내역 전부 거짓말 손해	0	-2
오염 오물 전과자	0	-1
강사 게으름 결과 커피 남욱 검찰 진술서 내용 단독 보도 보름 구문 후속 보도	0	-1
기호 허경영 청주 체천 낙엽 환경 퇴비 성공 시판 축하	1	2
매수 부정	0	-1
도둑 우기	0	-1
미국 이탈리아 마피아 범죄 조직	0	-1
저급 년도 코메디 본인 수준 바보 희롱 짓거리	0	-2
창피	0	-1
내일 주세요윤성렬대통령 감사	1	1
소름	0	-1
부정 밑밥까	0	-1
우리나라 최고 품격 앵커 신동욱	1	2
부정 방지 용지 운동 동참	0	-1
사퇴 전과 비리 깔끔 망신 부인 철져 조사	0	-1
취직 정부 이력 거짓 구직 거짓 명예 분노	0	-2
죄멍 논리 조선 일본 좌빨 논리	0	-1
엉터리 뉴스	0	-1
고집	0	-1
피해 의식 상당 사법 고시 인성 정신 감정 필요 필요	0	-1
행복이	1	1
대장동 몸통 야당 억지	0	-1
마스크 거리 독감 예방 접종 우한 폐렴 극복 폐렴 백신 코로나 백신 코로나 접종 권고 경구 치료제 갑옷	0	-2
앞뒤 문자 맥락 이해력 부족	0	-1
인성 싸가지 상대방 뺀질뺀질 거짓말 마타도어 타락 끝판왕	0	-1
가족 모두 범죄 집단 영화 제목 죄명 동문서답 미꾸라지	0	-1
아들 죄명 조카 괴물 괴물 집안	0	-2
부산저축은행 관계자 대장동 사업 프로젝트 파이낸싱 대검 중수부 수사 대비 검찰 출입 소개 박영수 특별 검사 변호사 선임 확인 대장동 대출 대가 뒷돈 입건 검찰 수사 기소 실형 선고 대검 중수부 부산저축은행 수사 주임 검사 중수 과장 검찰 총장	1	1
도둑	0	-1
상상 초월 비리 사건 이익	1	2
거짓말 약점	0	-2
골통 추위 고생 이름	0	-1
팔자 문제 이낙연 쫄까라 자동 이째녕 선택 연장 권력자 오만 이익 졸같턴 사태 발생 쿠케으원	1	1
거짓말 죄의식	0	-2
후회	0	-1
문제 상황 존망 문제 사법부	0	-1
가난 국가 의존 처지 전락	0	-1
부정 문제	0	-1
대장동 비리 정신병원 형수 쌍욕 불륜 여자 김부선 협박 쌍욕 얘기 거짓말 심판 헌법 파괴 제대 심판 검찰 총장 출신	0	-3
무능 무지 무속 혈세 본부장 기득권 서민 신경 국정 무속인 조언 세계 망신 국가	0	-1
짜장 특수 부검 동안 무소불위 권력 호위호식 작자 자유 서민 존중 호구	1	1
거짓 앞잡이	0	-2
배당금 인구 조사 철두철미 인구 조사 시민 영주 동사무소 임시 동사무소 직원 합세 한국 주재원 등등 색깔 배당금 시민권자 영주 배당금 한국 세금 동안 국가 국가 배당금 순수 제외 신체 자유 불구자 제외 복지 차원 외국 불구자 신체 자유 예외 발행 정식 시민 여권 원본 국가 국가 이유 보이스피싱 유출 본인 은행 자동 결제 시스템 자동 핸드폰 찿거 결제 이하 찿고 결제 보이스피싱 노출 본인 은행 시스템 은행 본인 확인 찿을 배당금 만큼 해외 해외 송금 금지 시스템 구축 카드 미국 구축 미국 요청 자국민 시민 신체 자유자 불구자 시민 세금 영주 동안 한국 시민 세금 국가 혜택 일체 금지 나머지 통장 입금 보이스피싱 노출 본인 찿을수 인출 자동 결제 이하 결제 관리 부서 복지부 미국 훈련 강화 관리 감독 해외 관리 부서 요망 보건 복지부 양식 주식 외국 재산 등등 미국 기록 관리 시민권자 영주권자 자격 감시 인구 조사 이유 사회 복지 있너야 가짜 신분증 사용 둔갑 대비 이유 신분 도용 불구자 신체 자유자 정신 병원 병원 신분 도용 조사 복지부 판사 범죄 발생 경찰 검찰 연결 마무리 카드 대신 사용 영구 퇴출 가계 시민권자 시민권자 신체 자유자 불구자 예외 영주권 시민 영주 색깔 시민권 국가 이자 영주 시민 대신 기록 법원 국가 배당금 해외 송금 예외 재판 시민 회수 이자 환수 외국인 시민권자 그외 영주권자 회수 추방 시스템 구축 국가 배당금 해외 복지부 미국 훈련 관리 국가 배당금 해외 사회 복지 계산 국가 배당금 허경영 국가 허경영 세부 조항 사항	0	-1
행동 실망	0	-1
러시아군 한국 부정	0	-1
집값 걱정 세금	0	-1
할매 잔소리 5일장	0	-1
진실 요란	1	1
어의 태산 바보 짓거리 어의	0	-1
거짓말 부부 자격	0	-1
재벌 특권 정당 서민 행태	1	1
적폐 공정 상식 위조	0	-1
한마디 사기 무죄 상대편 유죄 무소불위 권력 검찰 공포 지배 얘기	0	-2
바보 사기꾼 말장난	0	-1
은퇴 짓거리 신물	0	-1
국정 운영 장애물 좌파 세력 발목 트집 억지 좌파 청산 국정 운영 자유 국정 운영 기름 국정 운영 좌파 방해 좌파 청산 해결책 비법 김일성	0	-1
동안 의심 요번	0	-1
거짓말 유분수 쒸우기 수사	0	-1
할머니 구도 지지도 일반 여론 조사 경선 홍준표 일반 여론 조사 선택 선택 본인 경선 비례 대표 국회 의원	0	-1
세금 기기 가족 전과 형수 쌍욕 꽁짜 연애 대장 동백 개월 챙피	1	1
중도 입장 일반 차이 문제 대동소이 반성 실망 여론 상황	0	-1
죄명 전과 김혜경 거짓말 죄명 감방	0	-1
영웅	1	1
러시아 소름	0	-1
공정 상식 비리 장제원 아들 곽상도 클럽 자영업자 코로나 피해 지원	0	-1
경종 존경 앵커	1	1
고마해라 꼼수 치욕	0	-1
신동욱 앵커 소신 최고	1	1
경상도 전라도 김대중 박정희 광주 전라도 박정희 남부 지방 경상도 전라도 서울 박정희 충청도 중부 지방 야당 양상 박정희 사후 김대중 전라도 경상도 세뇌 전두환 김대중 지역주의 김대중 석방 구명 운동 전라도 학생 이용 폭동 덕분 전라도 김대중 공화국 광주 발전 추앙 세뇌 전라도 전라 인민 공화국 백화점 코스트 운전 면허 광주 상상 광주 전라도 시민 이용 얼마 개관 대전 신세계 백화점 광주 재정 확보 순간 결사 반대 대전 광주 발전 재정 경상도 세뇌 김대중 컨벤션 센터 건립 작년 재정 컨벤션 센터 사실 광주 발전 순간 김대중 성전 건립 광주 평양 궁전 역대 김대중 성전 김대중 박정희 사저 광주 백화점 김대중 귀신 도시 김일성 모델 세뇌 공작 전라도 전라도 광주 차별 울부 국회 전국 확인 선두 정치인 전라도 광주 투자 먹이 이용 세뇌 교육 재정 투입 노골 우파 시계 부자 의원 이제 살인 전과자 우매 정상 사고 한국 선택 광주 감시 김일성 김대중 시신 궁전 김대중 컨벤션 센터 역대 비교 김대중 컨벤션 센터 체크 재정 할당 광주 시민 전라도 행운	1	4
좌파 예측 인정	1	1
정확 서기 가지 천재 보배	1	1
박사 근거 모함 흘뜯 모함 저주 천벌	0	-1
압도 지치래 비방 인성 제데 무식	0	-1
방역 포기	0	-1
부정 당일	0	-1
거짓말 일상 쓰레기 분노	0	-2
반대 복합 쇼핑몰 광주 구입 복합 쇼핑몰 필요 거짓말 버릇	0	-1
창피 지도자 최소한 현명	0	-1
원통	1	1
역대 소득 성장 김영삼 김대중 정부 노무현 정부 이명박 정부 평균 세계 경제	1	1
문제 검사 범죄	0	-1
어둠 박정희 조명 난세 영웅	1	1
사랑 리더	1	1
전과 거짓 승리 압도 승리 전권	0	-3
신동욱 앵커 존경	1	1
특수 목적 기능 차량 개조 제공 업체 필요 절차 이해 정당 유세 차량 업체 치명 위험 필요 절차 업체 제공 비극	0	-1
에라잇 조선 악마 편집	0	-1
거짓말	0	-1
창호지 수첩 예언 적중 내용 세균 세금 자유 억압 언론 억압 적화 전봉준유관순쟌다르크 출현 대궐 파탄 이성계 정중부 가다피 후세인 북조선 몰락 도사 정감록 도령 집안 정치인	0	-2
전염병	0	-1
제목 양반 농락 멍청이 지지자	0	-1
우리나라 최고	1	1
승리 빨갱이	0	-1
총선 부정 국회 의원 반박	0	-1
바보	0	-1
빵점 점수 마이너스 나락 나락	0	-1
대장동 몸통 살인자 식이	0	-1
운동 열심 부정 운동	0	-1
한미 동맹 파괴 문제 하야	0	-1
상황 납득 김혜경 사과 법인 카드 사과 의미 진실 결여 입장 불쾌 양치기 소년 교훈	1	2
이두아 최고	1	1
머리 거짓말 핑계 거리	0	-1
무능 무지 무속 혈세 본부장 기득권 서민 신경 국정 무속인 조언 세계 망신 국가	0	-1
영광 축복	1	2
허경영 재난 지원금 미국 일본 통화 스와프 마련	0	-1
인명진 김동길 인명진 명색 개신교 목사 옛날 수구 기득 앞잡이 김동길 정의 공평 그냐수 기득권자 앞잡이 노릇 모두	0	-2
악질 거짓 태생	0	-1
우두머리 산업 혁명 시대 로봇 시대 한국 우두머리 후진국 필요 진심 진정 근심 관심 도덕 세계 권위자	0	-1
복기왕 대변인 공부 복기왕 점맹 지지율 소리 대결 팩트 논평	0	-1
가짜 뉴스 방송	0	-1
가면 이하 거짓 가식 행동 자격	0	-1
추미애 마이너스 추미애 일등 공신	0	-1
대권 범죄 국가 다행 주둥아리 니표	0	-1
진실 여부 상관 이익 판결 떄문	1	2
김용민 기타 등등 혐오 그중	0	-1
대표 타락 신뢰 대표	1	1
다음 대권 고마움 다음	1	1
법관 자리 생전 용퇴 오바마 행정부 트럼프 골수 보수 여자 법관 임명 원인 제공 방송 인용 존경 사실	1	1
개혁 주사파 찌꺼기 쫒아	0	-1
감사	1	1
여러분 허경영 시대 한계 공약 정책 천재 신인 시기 공약	0	-1
욕심 사퇴	0	-1
감옥	0	-1
대본 기대	1	1
좌파 입증 좌파 양보 우파 양보 폐해 정상	1	1
정의 공정 중요 특수 부검 동안 무소불위 권력 특권 자유 서민 존중	1	2
물결 세계 최초 감동 감동 감동	1	3
누나 부친 손해 우연	0	-1
걱정	0	-1
편지 감사	1	1
강단 인정	1	1
믿음	1	1
나이 얼굴 얼굴 거짓말 해명	0	-1
거짓말 진실 소리 거짓말	0	-1
사전 선거인 명부 대조 위조 각종 신분증 신원 확인 조작	0	-1
걱정 부패 자본 세력 결탁 부태 거짓 언론	0	-2
축하	1	1
오나가 백구 소주 오나가 거짓말 사기 빨갱이	0	-1
거짓말 죄명 사퇴 분노 창피 혜경이	0	-3
부정 비리 부패 언론 조선 중앙 채널	0	-1
사랑 아들 상식	1	1
정치력 센스 포용력 능력	1	1
TV조선 감사	1	1
우크라이나 하늘 하늘이시여 하늘 우크라이나 복싱 영웅 형제 세계 형제 각종 스포츠 영웅 전쟁 참여 의사 사랑 애국 애족 축복 행운 파이팅 단결 하늘 우크라 애국 애족 평화 영광 기호 허경영	1	5
감탄 감탄 감탄 만세 만세 만세 징조 물결	1	3
무죄 소리 도리 지지자 짓거리 특검 도리 특검 뉴스타파 녹취록 대장동 특검	1	2
악질 악동 골통 최악 발악 손길 허경영	0	-1
존경	1	1
전자 개표기 이용 도둑 발생 본투표 확진자 투표소 참관인 감시 투표지 과정 바꿔치기 발생	0	-1
녹취록 패거리 거짓말 거짓말	0	-2
그때 후회	0	-1
특검 실망	0	-1
여야 부정 독려	0	-1
새누리당 반대 물타기 거짓말	0	-1
서민 정직 승리	0	-1
국가 운명 생사여탈 고려 시대 문신 최악 패륜아 이승 간통 처제 임신 아들 비밀 유지 발각 뇌물죄 경북 상주 유배	0	-1
멸종 위기 불당	0	-1
얼굴 사진 재수 소름	0	-1
뉴스 진심 거짓 뉴스 앵커 시선 응원	0	-1
여자 질투심 장관	0	-1
서민 사이비 사기 믿음 광주 전라	1	1
주일 묵묵부답 경선 양보 태도 거짓말	0	-1
개인 욕심 기회 백성 통곡 소리	0	-1
역쉬 예의	1	1
아비 여론 조사 아비타 욕심 반복 반복	0	-1
신동욱 앵커 공정 정의 존중	1	1
괴물 바보 조작 챙피 진짜	0	-2
부부 사기단 부부 도둑 세상	0	-1
대장동 클럽 몸통 판검사 나리 법관 재연 정경 선고 선관위 위원장 비리 부정	0	-1
비판	0	-1
부정 대비	0	-1
바보	0	-1
거짓말	0	-1
이쪽저쪽 일화 발전 명예 정계 떠나느 명예 재산	1	3
부정 걱정 사전 걱정	0	-3
최선 대인 최고 기도	1	1
탄핵 비극	0	-1
신뢰	1	1
녹최록 상한 얼마	0	-1
광주광역시 유세 복합 쇼핑몰 포문 폭격 운전 면허 시험장 포문 폭격 광주 시민 생활 민원 편리 해결 계속 선제 타격	1	1
걱정	0	-1
부동산 정책 실패 방역 실패 코로나 지옥	0	-1
적폐 청산 함정	0	-1
실망	0	-1
작년 특검 다수당 뭉게다 특검 다수당 특검 특검 기간 수사 대장동 수사 급물살 기대	1	1
정부 미안 자체 사과 부정 뿌리	0	-1
복합 쇼핑몰 기업 독과점 서울 복합 쇼핑몰 순간 길옆 상점 상가 강남 터미널 상가 복합 쇼핑몰 예외 옆줄 상가 맹추 데이트 소비 행동 소비 독과점 소비자 손실 개별 점포 경쟁력 다양 소비 개인 상점 쇼핑몰 이유 쇼핑몰 사무실 분양 폭등 주택 가격 폭등 가지 복합 비밀 기업 단순 문화 공간 기업 바이어 이유 대기업 잽이 이유 삼성 공화국 삼성 검사 방법 삼성 장학 검찰 공화국 검찰 권력 공감 티브이 방송 개인 사업체 몰수 권력 사단 이용 범죄 문화 공간 광주 주둥이 이유 부패	0	-1
대기 거짓말	0	-1
시민 혈세 횡령 초밥 소고기 가족 회식 전과 범죄자 구속	0	-1
집권 순간 최악	0	-1
대장동 주관 양심 소리 하늘 하늘 대권 무사 추측 코끼리 니코 구멍 확률 허위비방죄 탄핵 구속	0	-1
공길 진실	1	1
거짓말	0	-1
거짓 선동 세뇌	0	-1
희망 허경영 정책 허경영 배당금 받자	1	1
머리 비상 방역 바보	0	-1
사기 거짓말	0	-1
박정희 선전 인기	1	1
푸틴 자멸 지옥 고통	0	-2
시비	0	-1
조선 도리 대변 언론	1	1
대상자 도움 응답	1	1
박스 이유 거짓말 공격 알마 바보 거짓말 자기	0	-3
부정 신호탄	0	-1
농사 행복	1	1
후회 공적	0	-1
충격 광주	0	-1
가난 정당 가난 기득권 호남인	0	-2
주변 죄명 엉터리 여론 조사	0	-1
도둑 우기	0	-1
얼굴 마담 어벙 청와대 실속 곳간 덩이	1	1
창피 살인자 조카 사면 복권 본인 전과 기록 셀프 말소	0	-2
소외 노심초사 마음	0	-1
덕환 유능 죄명 가정 사건 사고 정신 진정 신뢰	1	1
코로나 큰돈 수익 집단 반대	1	1
범죄자 괴물 까도비	0	-2
이유 감옥 대장	0	-1
기대	1	1
우리나라 망신	0	-1
부정 음모론 시스템 보안 검수 결함 보완	0	-3
후회	0	-1
연설 최고	1	1
부방대 부정 방지 가입 참여	0	-1
구태 기득 욕심	0	-1
생명 이제 대권 소름 교수 바램	0	-1
악마	0	-1
당일 승리	0	-1
부동 대부분 좌우 개념 최근 작태 죄명 포기	0	-1
형수 욕설 도덕 흠결 대척점 가족 범죄 흠결	0	-2
사랑 아들 정의	1	1
속내 진정 눈꼽 신뢰 본성	1	1
뉴스 사실 혜경궁 김미경 호감	1	1
심술	0	-1
심판 경제 청년 일자리 코로나 종식 분열 통합 선진국 어르신 자식 손주 인생 진심 발전	1	1
동행 거짓말	0	-1
정상 집중	1	1
방정 윤가네야	0	-1
좌빨 조선	0	-1
이글 해명 무식 거짓말 카드 최고 기술자 사기꾼 수요 해외 토픽 외국 순방 사기 거짓말	0	-1
사랑	1	1
여야 최고 엄벌	1	1
부자 기득 기득 유지 합리 선택	1	1
전투 표지 코드 코드 사용 선거법 위반 비밀 원칙 훼손	0	-1
앵커 존경 송영길 간첩 북한 간첩 남한 전향 대표 따름	1	1
가짜	0	-1
정상 정상	1	2
벽보 실수	0	-1
낙선 감옥	0	-1
저주	0	-1
배신자 천지삐까리 조심 죠와죠 아주죠 걱정 마이 끄뜩	0	-1
쓰레기 쓰레기 거짓	0	-1
공직자 덕목 정직 정의 윤리 도덕 양심 인격 만큼 부정부패 거짓말 사기 공직자 자격	0	-1
복합 쇼핑몰 일자리 혜택 추진	1	1
실수 실수 고의	0	-2
개인 우수 자격 미달	1	1
바보 병신 코미디언	0	-1
범죄자	0	-1
쇼핑몰 편리 생활	1	1
처음 마음 이태껏 행동 실망 마음	0	-1
선출 안위 행복 상식	1	1
리준 욕심 합당 기여 생명	0	-1
작전 의심 기간	0	-1
실망	0	-1
편파 분자 필요 힐링 안플릭스 세상 사랑 정쟁	1	1
화잇팅 호남 청년 희망	1	1
승리	0	-1
남부 지검 증권 합수단 파괴 이유	0	-1
기대 마음 마음 대변 감사	1	2
품격 존중	1	2
진실	1	1
